url,team_name
https://www.vlr.gg/team/11951/team-karma,team karma
https://www.vlr.gg/team/2785/tamu-maroon,tamu maroon
https://www.vlr.gg/team/10090/the-11,the 11
https://www.vlr.gg/team/9554/ignite-beyond,ignite beyond 
https://www.vlr.gg/team/2472/akuma-esports-black,akuma esports black
https://www.vlr.gg/team/11966/finalformhq,finalformhq
https://www.vlr.gg/team/9775/olympus-gaming,olympus gaming
https://www.vlr.gg/team/9638/vanguard-gaming,vanguard gaming
https://www.vlr.gg/team/11648/rose,rose
https://www.vlr.gg/team/10978/realism-esports,realism esports
https://www.vlr.gg/team/9464/egirl-enthusiasts,egirl enthusiasts
https://www.vlr.gg/team/11272/disciples,disciples
https://www.vlr.gg/team/9502/not-close,not close
https://www.vlr.gg/team/5457/valkyrie,valkyrie
https://www.vlr.gg/team/7862/new-moon,new moon
https://www.vlr.gg/team/9698/dong,d'ong
https://www.vlr.gg/team/6200/complexity-gx3,complexity gx3
https://www.vlr.gg/team/8472/ten-5,ten-5
https://www.vlr.gg/team/9991/tenax,tenax
https://www.vlr.gg/team/10155/pfluxuate,pfluxuate
https://www.vlr.gg/team/6960/clicken-chickens,clicken chickens
https://www.vlr.gg/team/9387/chicago-nightpack,chicago nightpack
https://www.vlr.gg/team/8935/little-legends,little legends
https://www.vlr.gg/team/8601/tone-gaming,tone gaming
https://www.vlr.gg/team/9417/nothink,nothink
https://www.vlr.gg/team/8598/the-swarm,the swarm
https://www.vlr.gg/team/6912/moonrise,moonrise
https://www.vlr.gg/team/10178/endure-black,endure black
https://www.vlr.gg/team/10971/ryz-knights,ryz knights
https://www.vlr.gg/team/4692/horizongg,horizongg
https://www.vlr.gg/team/9457/tsg-esports,tsg esports
https://www.vlr.gg/team/9998/royalty-forgotten,royalty forgotten
https://www.vlr.gg/team/11362/corn-flakes,corn flakes
https://www.vlr.gg/team/11204/fxp-esports,fxp esports
https://www.vlr.gg/team/9088/fusillade,fusillade
https://www.vlr.gg/team/9697/tetraesportsgg,tetraesportsgg
https://www.vlr.gg/team/9379/psych-ward,psych ward
https://www.vlr.gg/team/5603/ahjin,ahjin
https://www.vlr.gg/team/9175/kaiju-corp,kaiju corp
https://www.vlr.gg/team/9695/stasis-red,stasis red
https://www.vlr.gg/team/9689/team-flux-academy,team flux academy
https://www.vlr.gg/team/8260/mach5,mach5
https://www.vlr.gg/team/10370/chosen-1s,chosen 1s
https://www.vlr.gg/team/10717/chicago-empyre,chicago empyre
https://www.vlr.gg/team/7049/rated-gaming,rated gaming
https://www.vlr.gg/team/8977/romi-n-frends,romi n frends
https://www.vlr.gg/team/9992/centurion,centurion
https://www.vlr.gg/team/9500/diplomax-gaming,diplomax gaming
https://www.vlr.gg/team/4260/aftermath-esports,aftermath esports
https://www.vlr.gg/team/9306/nbks-mercenaries,nbks mercenaries
https://www.vlr.gg/team/9021/bhop-esports,bhop esports
https://www.vlr.gg/team/9384/butterfly-effect,butterfly effect
https://www.vlr.gg/team/8972/team-omega,team omega
https://www.vlr.gg/team/8614/mizzou-esports,mizzou esports
https://www.vlr.gg/team/9196/kanpekis-kittens,kanpekis kittens
https://www.vlr.gg/team/8547/pariah,pariah
https://www.vlr.gg/team/9513/escape-velocity,escape velocity
https://www.vlr.gg/team/8731/panda-party,panda party
https://www.vlr.gg/team/8613/rillas,rillas
https://www.vlr.gg/team/10718/operation-strix,operation strix
https://www.vlr.gg/team/9976/nix,nix 
https://www.vlr.gg/team/9633/team-kraken,team kraken
https://www.vlr.gg/team/9252/legion,legion
https://www.vlr.gg/team/7865/medics,medics
https://www.vlr.gg/team/9510/spades-black,spades black
https://www.vlr.gg/team/9072/x13,x13
https://www.vlr.gg/team/8327/syr,syr
https://www.vlr.gg/team/9630/bkny-myst,bkny myst
https://www.vlr.gg/team/8476/ugly-hamsters,ugly hamsters
https://www.vlr.gg/team/9483/ast-ri-7,astéri 7
https://www.vlr.gg/team/11854/noxious,noxious
https://www.vlr.gg/team/6241/godset,godset
https://www.vlr.gg/team/5810/last-resistance,last resistance
https://www.vlr.gg/team/9076/alpha-1,alpha 1
https://www.vlr.gg/team/6022/hyperspace-dark,hyperspace dark
https://www.vlr.gg/team/10724/ecf,ecf
https://www.vlr.gg/team/4837/shopify-rebellion-gc,shopify rebellion gc
https://www.vlr.gg/team/6727/misfits-black,misfits black
https://www.vlr.gg/team/9547/evil-geniuses-gc,evil geniuses gc
https://www.vlr.gg/team/1669/able-esports,able esports
https://www.vlr.gg/team/9772/orion,orion
https://www.vlr.gg/team/6961/loud,loud
https://www.vlr.gg/team/2406/furia,furia
https://www.vlr.gg/team/9447/the-union,the union
https://www.vlr.gg/team/4958/oddik,oddik
https://www.vlr.gg/team/1124/red-canids,red canids
https://www.vlr.gg/team/11993/mercedes,mercedes
https://www.vlr.gg/team/11909/peito-infinity,peito infinity
https://www.vlr.gg/team/11997/vitimas-do-rdo,vitimas do rdo
https://www.vlr.gg/team/10735/tropicaos,tropicaos
https://www.vlr.gg/team/6946/tbk-esports,tbk esports
https://www.vlr.gg/team/2343/rise-gaming,rise gaming
https://www.vlr.gg/team/8532/totalepro,totalepro
https://www.vlr.gg/team/11888/villa-mix-team,villa mix team
https://www.vlr.gg/team/7355/rd-e-sports,rd e-sports
https://www.vlr.gg/team/11882/mixx,mixx
https://www.vlr.gg/team/9201/delira,delira
https://www.vlr.gg/team/4894/keyd-stars,keyd stars
https://www.vlr.gg/team/8298/reign,reign
https://www.vlr.gg/team/11883/cardume,cardume
https://www.vlr.gg/team/10732/dogma,dogma
https://www.vlr.gg/team/10933/ultimate,ultimate
https://www.vlr.gg/team/7640/4-ruim-e-1-ruim,4 ruim e 1 ruim
https://www.vlr.gg/team/10730/top-gun,top gun
https://www.vlr.gg/team/10763/rumble,rumble
https://www.vlr.gg/team/8271/maniacos-da-mira,maniacos da mira
https://www.vlr.gg/team/11890/smoke-troop,smoke troop
https://www.vlr.gg/team/10775/drope-e-amigos,drope e amigos
https://www.vlr.gg/team/11880/da1tab,da1tab
https://www.vlr.gg/team/11886/os-ponta-firme,os ponta firme
https://www.vlr.gg/team/10754/nada-mal-si-nos-t-fazendo-dinheiro,"nada mal si nos tá, fazendo dinheiro..."
https://www.vlr.gg/team/7349/renegados,renegados
https://www.vlr.gg/team/11195/00nation,00nation
https://www.vlr.gg/team/8985/kbd,kbd
https://www.vlr.gg/team/8983/zana-e-amigos,zana e amigos
https://www.vlr.gg/team/448/oskaravelho,oskaravelho
https://www.vlr.gg/team/6220/s-deus-sabe,só deus sabe
https://www.vlr.gg/team/10762/supernova-e-team,supernova e-team
https://www.vlr.gg/team/8342/ajf-e-sports,ajf e-sports
https://www.vlr.gg/team/8494/jns-gaming,jns gaming
https://www.vlr.gg/team/10758/numb,numb
https://www.vlr.gg/team/10727/stellae-gaming,stellae gaming
https://www.vlr.gg/team/7383/utah-bless,utah bless
https://www.vlr.gg/team/10755/galorys-company,galorys company
https://www.vlr.gg/team/8950/ddos,ddos
https://www.vlr.gg/team/8482/v9ganic,v9ganic
https://www.vlr.gg/team/8362/blowzin-e-amigos,blowzin e amigos
https://www.vlr.gg/team/7363/ats-brave,ats brave
https://www.vlr.gg/team/581/liberty,liberty
https://www.vlr.gg/team/7644/aquele-l,aquele lá
https://www.vlr.gg/team/11017/flamengo-esports,flamengo esports
https://www.vlr.gg/team/7346/medellin,medellin
https://www.vlr.gg/team/7637/n-o-temos-um-plano,não temos um plano
https://www.vlr.gg/team/7360/motos-muito-r-pidas,motos muito rápidas
https://www.vlr.gg/team/7376/os-guri-da-geral-do-gremio,os guri da geral do gremio
https://www.vlr.gg/team/6008/oddik-bright,oddik bright
https://www.vlr.gg/team/624/paper-rex,paper rex
https://www.vlr.gg/team/8304/talon-esports,talon esports
https://www.vlr.gg/team/466/boom-esports,boom esports
https://www.vlr.gg/team/6387/bleed,bleed
https://www.vlr.gg/team/4210/made-in-thailand,made in thailand
https://www.vlr.gg/team/6199/team-secret,team secret
https://www.vlr.gg/team/799/velocity-gaming,velocity gaming
https://www.vlr.gg/team/4330/fancy-united-esports,fancy united esports
https://www.vlr.gg/team/918/global-esports,global esports
https://www.vlr.gg/team/2814/bigetron-arctic,bigetron arctic
https://www.vlr.gg/team/1110/alter-ego,alter ego
https://www.vlr.gg/team/3108/oblivion-force,oblivion force
https://www.vlr.gg/team/3136/oasis-gaming,oasis gaming
https://www.vlr.gg/team/5413/uwu,uwu
https://www.vlr.gg/team/8305/team-snakes,team snakes
https://www.vlr.gg/team/2917/enigma-gaming,enigma gaming
https://www.vlr.gg/team/623/sharper-esport,sharper esport
https://www.vlr.gg/team/5371/dewa-united-esports,dewa united esports
https://www.vlr.gg/team/8369/revenant-esports,revenant esports
https://www.vlr.gg/team/7031/naos,naos
https://www.vlr.gg/team/10400/tim-t-i-tr,tim tài trơ
https://www.vlr.gg/team/8904/orangutan,orangutan
https://www.vlr.gg/team/4050/full-sense,full sense
https://www.vlr.gg/team/11275/lazybutwannawin,lazybutwannawin
https://www.vlr.gg/team/2112/x10-esports,x10 esports
https://www.vlr.gg/team/4993/fw-esports,fw esports
https://www.vlr.gg/team/7039/stream-raiders-nacague,stream raiders nacague
https://www.vlr.gg/team/5931/team-big-baam,team big baam
https://www.vlr.gg/team/10147/gods-reign,gods reign
https://www.vlr.gg/team/8925/arf-team,arf team
https://www.vlr.gg/team/1033/reckoning-esports,reckoning esports
https://www.vlr.gg/team/12111/garbage-esports,garbage esports
https://www.vlr.gg/team/497/attack-all-around,attack all around
https://www.vlr.gg/team/10597/one-team-esports,one team esports
https://www.vlr.gg/team/10594/axx,axx
https://www.vlr.gg/team/7061/team-joy,team joy
https://www.vlr.gg/team/10591/x64,x64
https://www.vlr.gg/team/5636/fuma-gaming,fuma gaming
https://www.vlr.gg/team/879/todak,todak
https://www.vlr.gg/team/4733/true-rippers,true rippers
https://www.vlr.gg/team/5366/action-ph,action ph
https://www.vlr.gg/team/6665/team-nkt,team nkt
https://www.vlr.gg/team/7397/xerxia-esports,xerxia esports
https://www.vlr.gg/team/8484/medal-esports,medal esports
https://www.vlr.gg/team/7592/big-gaming-id,big gaming id
https://www.vlr.gg/team/878/rex-regum-qeon,rex regum qeon
https://www.vlr.gg/team/9788/gr-gaming,gr gaming
https://www.vlr.gg/team/10701/carti-yvo,carti yvo
https://www.vlr.gg/team/10408/crit-esports,crit esports
https://www.vlr.gg/team/8374/sanguine-rebels-dragons,sanguine rebels dragons
https://www.vlr.gg/team/4829/team-valor,team valor
https://www.vlr.gg/team/11309/le-crapaud,le crapaud
https://www.vlr.gg/team/10015/goblin-attackers,goblin attackers
https://www.vlr.gg/team/8779/the-mongs,the mongs
https://www.vlr.gg/team/10979/kizuna-esports,kizuna esports
https://www.vlr.gg/team/11281/hey-yakiniku,hey! yakiniku
https://www.vlr.gg/team/7980/madness-esports,madness esports
https://www.vlr.gg/team/5253/scaroos,scaroo's
https://www.vlr.gg/team/2532/louvre,louvre
https://www.vlr.gg/team/8741/blitz-esports,blitz esports
https://www.vlr.gg/team/5455/lethal-esports,lethal esports
https://www.vlr.gg/team/3107/griffin-e-sports,griffin e-sports
https://www.vlr.gg/team/9100/affinity-valkyries,affinity valkyries
https://www.vlr.gg/team/8723/sovereign,sovereign
https://www.vlr.gg/team/11238/twokay,twokay
https://www.vlr.gg/team/8201/team-nvm,team nvm
https://www.vlr.gg/team/3179/anti-eco-eco-club,anti eco eco club
https://www.vlr.gg/team/11107/cls-vermouth,cls vermouth
https://www.vlr.gg/team/9636/lfo,lfo
https://www.vlr.gg/team/6942/no-men,no.men
https://www.vlr.gg/team/11293/dominatus,dominatus
https://www.vlr.gg/team/10428/deadregion,deadregion
https://www.vlr.gg/team/10403/elevate-candy,elevate.candy
https://www.vlr.gg/team/10292/team-circus,team circus
https://www.vlr.gg/team/8199/poggirls,poggirls
https://www.vlr.gg/team/8196/phenix-claire,phenix claire
https://www.vlr.gg/team/9507/gamelab-alpha,gamelab alpha
https://www.vlr.gg/team/10294/nexga,nexga
https://www.vlr.gg/team/8219/kaida,kaida
https://www.vlr.gg/team/9149/outplay-polaris,outplay polaris
https://www.vlr.gg/team/4502/meogang,meogang
https://www.vlr.gg/team/8928/ghetto-artist,ghetto artist
https://www.vlr.gg/team/8023/paradise-esports,paradise esports
https://www.vlr.gg/team/8742/chiz-borger,chiz borger
https://www.vlr.gg/team/6963/outplay-uprising,outplay uprising
https://www.vlr.gg/team/11537/pseudo-outlaw,pseudo: outlaw
https://www.vlr.gg/team/8485/prime-5,prime 5
https://www.vlr.gg/team/10700/abaddon-abyss,abaddon abyss
https://www.vlr.gg/team/7983/v1xon-rising,v1xon rising
https://www.vlr.gg/team/8303/s2-esports,s2 esports
https://www.vlr.gg/team/3490/lp33,lp33
https://www.vlr.gg/team/8422/hike-digital-esports,hike digital esports
https://www.vlr.gg/team/5381/team-phenix,team phenix
https://www.vlr.gg/team/9430/anaadi-army,anaadi army
https://www.vlr.gg/team/11276/team-lofi,team lofi
https://www.vlr.gg/team/11529/puggers,puggers
https://www.vlr.gg/team/10170/25-elo-club,-25 elo club
https://www.vlr.gg/team/8483/septem-exierant,septem exierant
https://www.vlr.gg/team/1485/aricat-esport,aricat esport
https://www.vlr.gg/team/8375/zol-esports,zol esports
https://www.vlr.gg/team/8108/khumbu-esports,khumbu esports
https://www.vlr.gg/team/8106/gelida-esports,gelida esports
https://www.vlr.gg/team/11518/mekong-gaming,mekong gaming
https://www.vlr.gg/team/10295/team-path,team path
https://www.vlr.gg/team/4860/dominus-esports,dominus esports
https://www.vlr.gg/team/8993/chill-cord,chill cord
https://www.vlr.gg/team/8229/orion-genesis-lunar,orion genesis lunar
https://www.vlr.gg/team/5333/clutch-jeans,clutch jeans
https://www.vlr.gg/team/11304/hero-zero-anubis,hero zero anubis
https://www.vlr.gg/team/7060/nghi-n-th-m-l-n-n,nghiện thêm lần nữ
https://www.vlr.gg/team/910/exceeli-esports,exceeli esports
https://www.vlr.gg/team/6001/onlyfriends,onlyfriends
https://www.vlr.gg/team/622/thailand-attitude,thailand attitude
https://www.vlr.gg/team/7898/blind-esports,blind esports
https://www.vlr.gg/team/11031/vorpal-swords,vorpal swords
https://www.vlr.gg/team/4322/tiamat,tiamat
https://www.vlr.gg/team/8470/victory,victory
https://www.vlr.gg/team/11318/sendtreepay,sendtreepay
https://www.vlr.gg/team/3112/traitors,traitors
https://www.vlr.gg/team/8185/drx,drx
https://www.vlr.gg/team/11348/dplus-esports,dplus esports
https://www.vlr.gg/team/17/gen-g,gen.g
https://www.vlr.gg/team/3945/rio-company,rio company
https://www.vlr.gg/team/11707/shadow-corporation,shadow corporation
https://www.vlr.gg/team/8086/maru-gaming,maru gaming
https://www.vlr.gg/team/11581/team-indigo,team indigo
https://www.vlr.gg/team/8182/on-sla2ers,on sla2ers
https://www.vlr.gg/team/8897/tartarus,tartarus
https://www.vlr.gg/team/11552/turningmecard,turningmecard
https://www.vlr.gg/team/8084/lone-way-e-sports,lone way e-sports
https://www.vlr.gg/team/14/t1,t1
https://www.vlr.gg/team/2554/world-game-star,world game star
https://www.vlr.gg/team/8088/team-t5,team t5
https://www.vlr.gg/team/11060/nongshim-redforce,nongshim redforce
https://www.vlr.gg/team/11708/op-gg-sports,op.gg sports
https://www.vlr.gg/team/8099/cnj-esports,cnj esports
https://www.vlr.gg/team/1120/edward-gaming,edward gaming
https://www.vlr.gg/team/5443/kone-esc,kone esc
https://www.vlr.gg/team/4462/nter,nter
https://www.vlr.gg/team/11328/funplus-phoenix,funplus phoenix
https://www.vlr.gg/team/908/tales-of-eastern,tales of eastern
https://www.vlr.gg/team/12010/bilibili-gaming,bilibili gaming
https://www.vlr.gg/team/1211/totoro-gaming,totoro gaming
https://www.vlr.gg/team/1837/attacking-soul-esports,attacking soul esports
https://www.vlr.gg/team/731/tyloo,tyloo
https://www.vlr.gg/team/9824/oxyg3nious,oxyg3nious
https://www.vlr.gg/team/11980/four-angry-men,four angry men
https://www.vlr.gg/team/11985/rare-atom,rare atom
https://www.vlr.gg/team/4683/invincible-gaming,invincible gaming
https://www.vlr.gg/team/4460/number-one-player,number one player
https://www.vlr.gg/team/9052/monarch-effect,monarch effect
https://www.vlr.gg/team/5461/invictus-gaming,invictus gaming
https://www.vlr.gg/team/5944/night-wings-gaming,night wings gaming
https://www.vlr.gg/team/4759/shanxi-gaming-girls,shanxi gaming girls
https://www.vlr.gg/team/5448/zeta-division,zeta division
https://www.vlr.gg/team/277/crazy-raccoon,crazy raccoon
https://www.vlr.gg/team/282/scarz,scarz
https://www.vlr.gg/team/2934/fennel,fennel
https://www.vlr.gg/team/283/sengoku-gaming,sengoku gaming
https://www.vlr.gg/team/2988/northeption,northeption
https://www.vlr.gg/team/516/fav-gaming,fav gaming
https://www.vlr.gg/team/1734/first-gaming,first gaming
https://www.vlr.gg/team/11233/bc-swell,bc swell
https://www.vlr.gg/team/2108/blue-bees-esp,blue bees.esp
https://www.vlr.gg/team/11490/murash-gaming,murash gaming
https://www.vlr.gg/team/8860/enter-force-36,enter force.36
https://www.vlr.gg/team/205/detonator,detonator
https://www.vlr.gg/team/11521/tz-gaming,tz gaming
https://www.vlr.gg/team/8155/gyogun,gyogun
https://www.vlr.gg/team/278/detonation-focusme,detonation focusme
https://www.vlr.gg/team/11492/celestials,celestials
https://www.vlr.gg/team/10606/amoris-vega,amoris vega
https://www.vlr.gg/team/6869/igzist,igzist
https://www.vlr.gg/team/6798/reignite,reignite
https://www.vlr.gg/team/8151/system-e-sports,system e-sports
https://www.vlr.gg/team/8147/focus-e-sports,focus e-sports
https://www.vlr.gg/team/8866/good-8-squad,good 8 squad
https://www.vlr.gg/team/6793/jadeite,jadeite
https://www.vlr.gg/team/8149/eva-e,eva:e
https://www.vlr.gg/team/294/crest-gaming-zst,crest gaming zst
https://www.vlr.gg/team/104/reject,reject
https://www.vlr.gg/team/2359/leviat-n,leviatán
https://www.vlr.gg/team/2355/kr-esports,krü esports
https://www.vlr.gg/team/367/9z-team,9z team
https://www.vlr.gg/team/2354/optix,optix
https://www.vlr.gg/team/6006/newstar,newstar
https://www.vlr.gg/team/7695/ebro-gaming,ebro gaming
https://www.vlr.gg/team/11739/true-damage-gaming,true damage gaming
https://www.vlr.gg/team/4834/eternals-gaming,eternals gaming
https://www.vlr.gg/team/4982/velox,velox
https://www.vlr.gg/team/11737/looking-for-org,looking for org
https://www.vlr.gg/team/11752/pumba-gaming,pumba gaming
https://www.vlr.gg/team/9427/oxen,oxen
https://www.vlr.gg/team/11835/fantasy-gaming,fantasy gaming
